pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
Kepler-553 b,Kepler-553,1,1,2,Transit,2016,Kepler,Published Confirmed,0,<a refstr=DALBA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..271...16D/abstract target=ref>Dalba et al. 2024</a>,4.03046700,0.00000180,-0.00000180,0,0.047660,0.000810,-0.000650,0,4.741,0.179,-0.123,0,0.423,0.016,-0.011,0,116.00737,,,1,0.36500,,,1,Mass,,,,,235.00,16.00,-15.00,0,1089,19,-19,0,0,<a refstr=DALBA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..271...16D/abstract target=ref>Dalba et al. 2024</a>,,5191.00,76.00,-78.00,0,0.90,0.03,-0.02,0,0.89,0.05,-0.04,0,0.152,0.058,-0.058,0,[Fe/H],4.48,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h54m12.21s,298.5508922,+48d19m57.15s,48.3325405,728.5250000,12.5710000,-12.5710000,15.0340000,0.2290000,-0.2290000,13.0640000,0.0370000,-0.0370000,14.9567000,0.0003460,-0.0003460,2024-09-13,2024-03,2024-09-13
Kepler-553 c,Kepler-553,1,1,2,Transit,2016,Kepler,Published Confirmed,0,<a refstr=DALBA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..271...16D/abstract target=ref>Dalba et al. 2024</a>,328.24017000,0.00039000,-0.00040000,0,0.898000,0.015000,-0.012000,0,11.579,0.359,-0.280,0,1.033,0.032,-0.025,0,2129.45033,139.84450,-136.66622,0,6.70000,0.44000,-0.43000,0,Mass,0.346000,0.020000,-0.024000,0,0.59,0.05,-0.04,0,251,4,-4,0,0,<a refstr=DALBA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..271...16D/abstract target=ref>Dalba et al. 2024</a>,,5191.00,76.00,-78.00,0,0.90,0.03,-0.02,0,0.89,0.05,-0.04,0,0.152,0.058,-0.058,0,[Fe/H],4.48,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h54m12.21s,298.5508922,+48d19m57.15s,48.3325405,728.5250000,12.5710000,-12.5710000,15.0340000,0.2290000,-0.2290000,13.0640000,0.0370000,-0.0370000,14.9567000,0.0003460,-0.0003460,2024-09-13,2024-03,2024-09-13
Kepler-849 b,Kepler-849,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=DALBA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..271...16D/abstract target=ref>Dalba et al. 2024</a>,394.62508000,0.00081000,-0.00079000,0,1.137000,0.034000,-0.030000,0,8.082,0.303,-0.325,0,0.721,0.027,-0.029,0,298.75870,63.56568,-63.56568,0,0.94000,0.20000,-0.20000,0,Mass,0.078000,0.069000,-0.053000,0,2.86,0.21,-0.20,0,363,6,-6,0,0,<a refstr=DALBA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..271...16D/abstract target=ref>Dalba et al. 2024</a>,,5950.00,140.00,-130.00,0,1.82,0.07,-0.07,0,1.26,0.12,-0.10,0,0.145,0.059,-0.058,0,[Fe/H],4.02,0.06,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h23m24.43s,290.8517961,+48d31m16.77s,48.5213243,822.1340000,16.3330000,-15.7190000,12.8780000,0.0920000,-0.0920000,11.5270000,0.0230000,-0.0230000,12.8358000,0.0002090,-0.0002090,2024-09-13,2024-03,2024-09-13
PH2 b,PH2,1,1,1,Transit,2013,Kepler,Published Confirmed,0,<a refstr=DALBA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..271...16D/abstract target=ref>Dalba et al. 2024</a>,282.52542000,0.00011000,-0.00011000,0,0.833000,0.014000,-0.016000,0,9.337,0.291,-0.269,0,0.833,0.026,-0.024,0,87.08498,20.97667,-21.29450,0,0.27400,0.06600,-0.06700,0,Mass,0.215000,0.095000,-0.082000,0,1.20,0.09,-0.09,0,295,5,-4,0,0,<a refstr=DALBA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..271...16D/abstract target=ref>Dalba et al. 2024</a>,,5734.00,84.00,-82.00,0,0.95,0.03,-0.03,0,0.97,0.05,-0.06,0,0.017,0.051,-0.044,0,[Fe/H],4.47,0.03,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m03.27s,289.7636212,+51d57m45.66s,51.9626830,343.8630000,3.6310000,-3.5570000,12.6450000,0.0460000,-0.0460000,11.1160000,0.0220000,-0.0220000,12.5811000,0.0001850,-0.0001850,2024-09-13,2024-03,2024-09-13
TOI-3568 b,TOI-3568,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MARTIOLI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240903704M/abstract target=ref>Martioli et al. 2024</a>,4.41796500,0.00000500,-0.00000500,0,0.048500,0.000400,-0.000400,0,5.300,0.270,-0.270,0,0.483,0.024,-0.024,0,26.40000,1.00000,-1.00000,0,0.08300,0.00300,-0.00300,0,Mass,0.035000,0.021000,-0.021000,0,,,,,899,12,-12,0,0,<a refstr=MARTIOLI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240903704M/abstract target=ref>Martioli et al. 2024</a>,,4969.00,45.00,-45.00,0,0.72,0.01,-0.01,0,0.78,0.02,-0.02,0,-0.010,0.020,-0.020,0,[Fe/H],4.63,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h30m24.57s,322.6023682,+34d44m22.49s,34.7395805,197.9060000,1.3060000,-1.2890000,12.8790000,0.0570000,-0.0570000,10.5810000,0.0110000,-0.0110000,12.7000000,0.0001800,-0.0001800,2024-09-13,2024-09,2024-09-13
GJ 1132 b,GJ 1132,1,1,2,Transit,2015,Cerro Tololo Inter-American Observatory,Published Confirmed,0,<a refstr=XUE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240813340X/abstract target=ref>Xue et al. 2024</a>,1.62892911,0.00000029,-0.00000030,0,0.015700,0.000130,-0.000130,0,1.192,0.038,-0.045,0,0.106,0.003,-0.004,0,1.83705,0.19070,-0.18752,0,0.00578,0.00060,-0.00059,0,Mass,0.011800,0.047000,-0.009900,0,19.30,1.50,-1.10,0,584,11,-8,0,0,<a refstr=XUE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240813340X/abstract target=ref>Xue et al. 2024</a>,,3229.00,78.00,-62.00,0,0.22,0.01,-0.01,0,0.19,0.00,0.00,0,-0.170,0.150,-0.150,0,[Fe/H],5.04,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h14m50.18s,153.7090696,-47d09m17.77s,-47.1549358,12.6130000,0.0070000,-0.0070000,13.6800000,0.2000000,-0.2000000,8.3220000,0.0270000,-0.0270000,12.1380000,0.0003870,-0.0003870,2024-09-03,2024-08,2024-09-03
HD 135694 b,HD 135694,0,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,15.92348830,0.00005290,-0.00005290,0,,,,,2.182,0.108,-0.108,0,0.195,0.010,-0.010,0,,,,,,,,,,,,,,48.54,,,0,735,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5711.85,106.30,-106.30,0,1.08,0.05,-0.05,0,,,,,,,,,,4.38,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h11m28.29s,227.8678636,+71d50m28.67s,71.8412965,73.8713000,0.1439000,-0.1434000,9.0800000,0.0300000,-0.0300000,7.5020000,0.0230000,-0.0230000,8.9130700,0.0001960,-0.0001960,2024-09-03,2017-07,2024-09-03
K2-419 A b,K2-419 A,0,2,1,Transit,2024,K2,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,20.35507391,0.00225653,-0.00225653,0,,,,,10.508,0.657,-0.657,0,0.937,0.059,-0.059,0,,,,,,,,,,,,,,3.58,,,0,351,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3728.00,157.00,-157.00,0,0.54,0.02,-0.02,0,,,,,,,,,,4.70,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h00m04.68s,135.0194934,+13d16m25.34s,13.2737056,268.6850000,3.6615000,-3.6615000,16.5200000,0.2000000,-0.2000000,12.5550000,0.0240000,-0.0240000,15.7336000,0.0004860,-0.0004860,2024-09-03,2017-07,2024-09-03
K2-419 A b,K2-419 A,1,2,1,Transit,2024,K2,Published Confirmed,0,<a refstr=KANODIA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240814694K/abstract target=ref>Kanodia et al. 2024</a>,20.35847252,0.00000614,-0.00000575,0,0.120800,0.001600,-0.001700,0,10.550,0.390,-0.390,0,0.941,0.034,-0.034,0,196.00000,15.00000,-15.00000,0,0.61700,0.04700,-0.04700,0,Mass,0.042000,0.045000,-0.029000,0,3.30,0.40,-0.40,0,377,11,-11,0,0,<a refstr=KANODIA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240814694K/abstract target=ref>Kanodia et al. 2024</a>,,3711.00,88.00,-88.00,0,0.54,0.02,-0.02,0,0.56,0.02,-0.02,0,-0.110,0.120,-0.120,0,[Fe/H],4.74,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h00m04.68s,135.0194934,+13d16m25.34s,13.2737056,268.6850000,3.6615000,-3.6615000,16.5200000,0.2000000,-0.2000000,12.5550000,0.0240000,-0.0240000,15.7336000,0.0004860,-0.0004860,2024-09-03,2024-08,2024-09-03
TOI-1443 b,TOI-1443,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,23.54069620,0.00005070,-0.00005070,0,,,,,2.134,0.135,-0.135,0,0.190,0.012,-0.012,0,,,,,,,,,,,,,,16.13,,,0,558,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5236.00,125.33,-125.33,0,0.75,0.04,-0.04,0,,,,,,,,,,4.64,0.09,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m35.68s,297.3986780,+76d08m21.04s,76.1391776,85.8034000,0.2059000,-0.2049000,10.6750000,0.0080000,-0.0080000,8.6740000,0.0200000,-0.0200000,10.4596000,0.0002910,-0.0002910,2024-09-03,2017-07,2024-09-03
TOI-1670 c,TOI-1670,0,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,40.75014440,0.00016650,-0.00016650,0,,,,,11.103,0.517,-0.517,0,0.991,0.046,-0.046,0,,,,,,,,,,,,,,58.47,,,0,770,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,6453.00,195.00,-195.00,0,1.31,0.06,-0.06,0,,,,,,,,,,5.20,0.37,-0.37,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h16m04.14s,259.0172522,+72d09m40.25s,72.1611806,168.0670000,0.6900000,-0.6840000,9.8890000,0.0040000,-0.0040000,8.7240000,0.0180000,-0.0180000,9.8193400,0.0003700,-0.0003700,2024-09-03,2017-07,2024-09-03
TOI-2374 b,TOI-2374,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,4.31362000,0.00001000,-0.00001000,0,,,,,8.019,0.587,-0.587,0,0.715,0.052,-0.052,0,,,,,,,,,,,,,,54.20,,,0,755,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,4929.50,5084.00,-5084.00,0,0.80,0.05,-0.05,0,,,,,,,,,,0.10,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h17m59.58s,319.4982407,-22d02m59.36s,-22.0498228,134.6550000,0.8750000,-0.8640000,12.0950000,0.0800000,-0.0800000,9.7930000,0.0230000,-0.0230000,11.8270000,0.0002550,-0.0002550,2024-09-03,2017-07,2024-09-03
TOI-3353.01,TOI-3353,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,4.66580070,0.00000330,-0.00000330,0,,,,,2.178,0.112,-0.112,0,0.194,0.010,-0.010,0,,,,,,,,,,,,,,216.43,,,0,1068,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,6365.00,197.00,-197.00,0,1.02,0.05,-0.05,0,,,,,,,,,,4.55,0.28,-0.28,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h06m07.16s,106.5298146,-75d49m10.41s,-75.8195594,78.7577000,0.1215000,-0.1211000,9.3270000,0.0030000,-0.0030000,7.7790000,0.0240000,-0.0240000,9.2384700,0.0020150,-0.0020150,2024-09-03,2017-07,2024-09-03
TOI-6034 b,TOI-6034,0,2,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,2.57617956,0.00002610,-0.00002610,0,,,,,12.145,0.415,-0.415,0,1.084,0.037,-0.037,0,,,,,,,,,,,,,,45.35,,,0,662,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3628.00,157.00,-157.00,0,0.50,0.01,-0.01,0,,,,,,,,,,4.74,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h11m36.03s,317.9001392,+68d24m07.47s,68.4020762,117.9920000,0.3750000,-0.3730000,15.1890000,0.0570000,-0.0570000,11.0160000,0.0230000,-0.0230000,14.3143000,0.0003700,-0.0003700,2024-09-03,2017-07,2024-09-03
TOI-6034 b,TOI-6034,1,2,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KANODIA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240814694K/abstract target=ref>Kanodia et al. 2024</a>,2.57618400,0.00000200,-0.00000200,0,0.029490,0.000430,-0.000440,0,11.920,0.480,-0.480,0,1.063,0.042,-0.042,0,254.00000,24.00000,-24.00000,0,0.79800,0.07500,-0.07500,0,Mass,0.040000,0.042000,-0.028000,0,43.00,5.00,-5.00,0,714,21,-21,0,0,<a refstr=KANODIA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240814694K/abstract target=ref>Kanodia et al. 2024</a>,,3635.00,88.00,-88.00,0,0.49,0.01,-0.01,0,0.51,0.03,-0.02,0,-0.090,0.120,-0.120,0,[Fe/H],4.77,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h11m36.03s,317.9001392,+68d24m07.47s,68.4020762,117.9920000,0.3750000,-0.3730000,15.1890000,0.0570000,-0.0570000,11.0160000,0.0230000,-0.0230000,14.3143000,0.0003700,-0.0003700,2024-09-03,2024-08,2024-09-03
BD-14 3065 b,BD-14 3065 A,0,3,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,4.28896960,0.00000670,-0.00000670,0,,,,,20.711,1.296,-1.296,0,1.848,0.116,-0.116,0,,,,,,,,,,,,,,646.76,,,0,1404,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,6736.90,107.50,-107.50,0,2.61,0.12,-0.12,0,,,,,,,,,,3.76,0.09,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h14m40.72s,153.6696689,-15d38m34.21s,-15.6428372,589.4230000,16.5990000,-15.7290000,11.1000000,0.0130000,-0.0130000,9.9320000,0.0260000,-0.0260000,10.9100000,0.0016170,-0.0016170,2024-08-30,2017-07,2024-08-30
HAT-P-2 b,HAT-P-2,0,1,2,Transit,2007,HATNet,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,5.63347700,0.00000100,-0.00000100,0,,,,,13.258,0.519,-0.519,0,1.183,0.046,-0.046,0,,,,,,,,,,,,,,588.52,,,0,1372,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,6412.80,106.40,-106.40,0,1.70,0.07,-0.07,0,,,,,,,,,,4.09,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h20m36.34s,245.1514324,+41d02m52.66s,41.0479601,127.7740000,0.4250000,-0.4230000,8.7200000,0.0300000,-0.0300000,7.6030000,0.0200000,-0.0200000,8.5984200,0.0002500,-0.0002500,2024-08-30,2017-07,2024-08-30
HAT-P-53 b,HAT-P-53,0,1,1,Transit,2015,HATNet,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,1.96180850,0.00025370,-0.00025370,0,,,,,12.896,,,0,1.150,,,0,,,,,,,,,,,,,,1611.53,,,0,1765,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,6026.00,122.00,-122.00,0,1.10,,,0,,,,,,,,,,4.41,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h27m29.06s,21.8711012,+38d58m05.21s,38.9681137,666.8020000,15.2760000,-14.6190000,13.7800000,0.1260000,-0.1260000,12.1000000,0.0190000,-0.0190000,13.5142000,0.0005170,-0.0005170,2024-08-30,2017-07,2024-08-30
HAT-P-64 b,HAT-P-64,0,1,1,Transit,2021,HATNet,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,4.00723200,0.00000670,-0.00000670,0,,,,,18.161,0.968,-0.968,0,1.620,0.086,-0.086,0,,,,,,,,,,,,,,1275.20,,,0,1664,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,6202.00,131.60,-131.60,0,1.75,0.09,-0.09,0,,,,,,,,,,4.03,0.09,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h35m53.85s,68.9743955,+02d25m52.58s,2.4312732,651.8970000,15.4130000,-14.7280000,12.8550000,0.1490000,-0.1490000,11.1230000,0.0210000,-0.0210000,12.6221000,0.0001480,-0.0001480,2024-08-30,2017-07,2024-08-30
HD 149026 b,HD 149026,0,1,1,Radial Velocity,2005,Subaru Telescope,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,2.87588310,0.00001080,-0.00001080,0,,,,,8.333,0.442,-0.442,0,0.743,0.039,-0.039,0,,,,,,,,,,,,,,1095.91,,,0,1602,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,6084.00,139.90,-139.90,0,1.46,0.07,-0.07,0,,,,,,,,,,4.17,0.09,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h30m29.52s,247.6229827,+38d20m51.13s,38.3475349,75.8643000,0.1740000,-0.1733000,8.1500000,0.0300000,-0.0300000,6.8190000,0.0170000,-0.0170000,8.0141600,0.0003820,-0.0003820,2024-08-30,2017-07,2024-08-30
HD 17156 b,HD 17156,0,1,1,Radial Velocity,2007,Subaru Telescope,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,21.21646400,0.00003240,-0.00003240,0,,,,,13.143,0.689,-0.689,0,1.173,0.061,-0.061,0,,,,,,,,,,,,,,18.95,,,0,581,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5925.00,89.50,-89.50,0,1.55,0.08,-0.08,0,,,,,,,,,,4.10,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h49m44.79s,42.4366123,+71d45m11.12s,71.7530882,78.0863000,0.2397000,-0.2383000,8.1700000,0.0300000,-0.0300000,6.7630000,0.0240000,-0.0240000,8.0329800,0.0003500,-0.0003500,2024-08-30,2017-07,2024-08-30
HD 207897 b,HD 207897,0,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,16.20171370,0.00001680,-0.00001680,0,,,,,2.359,0.165,-0.165,0,0.210,0.015,-0.015,0,,,,,,,,,,,,,,14.46,,,0,543,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5071.00,141.30,-141.30,0,0.78,0.05,-0.05,0,,,,,,,,,,4.58,0.09,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h40m48.39s,325.2016451,+84d20m01.54s,84.3337613,28.2938000,0.0312000,-0.0312000,8.3700000,0.0300000,-0.0300000,6.3120000,0.0260000,-0.0260000,8.1303700,0.0003570,-0.0003570,2024-08-30,2017-07,2024-08-30
KELT-12 b,KELT-12,0,1,1,Transit,2017,KELT-North,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,5.03163470,0.00000240,-0.00000240,0,,,,,15.400,0.707,-0.707,0,1.374,0.063,-0.063,0,,,,,,,,,,,,,,1248.65,,,0,1656,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,6350.00,133.70,-133.70,0,2.16,0.10,-0.10,0,,,,,,,,,,3.87,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h50m33.72s,267.6404906,+36d34m12.63s,36.5701761,368.0300000,3.1570000,-3.1060000,10.5850000,0.0060000,-0.0060000,9.3620010,0.0170000,-0.0170000,10.4842000,0.0004090,-0.0004090,2024-08-30,2017-07,2024-08-30
